iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es
308,1,1,2,2,12,14,9,9,14,306,0,0.39,1,22,4,16,20,19,16,18,11,0,9,9,9,9,8,9,8,5,1,27,Cognitive Studies in Education,9,4,7,3,1,7,2,7,17,19,18,17,11,18,0,10,10,10,10,8,7,9,6,1,2
308,1,1,2,2,12,14,10,10,15,307,0,0.4,1,27,4,10,20,20,15,20,15,0,3,6,7,5,5,4,6,5,2,27,Cognitive Studies in Education,9,4,7,3,1,7,2,7,17,19,18,17,11,18,1,8,9,9,8,7,7,9,5,0,2
309,2,1,4,2,12,14,6,9,1,294,0,0.46,0,30,4,20,20,35,5,10,10,0,7,9,8,9,7,7,7,3,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,10,10,10,10,10,,8,3,0,5
309,2,1,4,2,12,14,5,8,2,295,0,0.21,1,30,2,10,18,20,16,16,20,1,6,8,,9,,,6,6,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,9,10,8,10,8,,8,4,0,5
309,2,1,4,2,12,14,12,1,3,296,0,0.53,1,28,2,15,20,35,15,5,10,0,7,8,9,3,5,5,6,1,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,8,10,10,8,10,4,5,8,0,5
309,2,1,4,2,12,14,11,14,4,297,0,0.53,1,21,2,25,25,15,15,10,10,1,7,8,8,8,8,8,7,9,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,10,10,8,8,,8,8,4,0,5
309,2,1,4,2,12,14,14,3,5,298,0,0.65,1,22,2,10,30,20,10,15,15,1,7,9,9,6,7,5,8,7,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,8,10,8,8,8,4,8,3,0,5
309,2,1,4,2,12,14,4,7,6,299,0,0.76,0,24,4,10,40,10,20,10,10,0,7,8,8,7,7,7,7,5,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,7,10,9,9,8,,7,3,0,5
309,2,1,4,2,12,14,7,10,7,300,0,0.73,1,35,2,15,20,25,15,15,10,1,10,10,10,10,9,9,10,9,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,10,10,8,9,8,,8,6,0,5
309,2,1,4,2,12,14,3,6,8,301,1,0.65,1,34,2,20,20,20,20,10,10,1,6,7,10,5,10,6,6,5,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,1,8,10,10,8,10,7,8,8,0,5
309,2,1,4,2,12,14,13,2,10,302,0,-0.3,1,21,2,50,5,20,10,5,10,0,4,9,8,4,8,,4,4,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,5,4,4,4,4,0,3,2,0,5
309,2,1,4,2,12,14,2,5,11,303,0,0.59,1,33,2,20,25,25,10,15,5,0,7,8,8,8,8,7,7,8,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,1,10,10,10,9,10,,8,9,0,5
309,2,1,4,2,12,14,8,11,12,304,0,0.36,1,28,2,5,20,25,25,15,10,0,6,7,8,8,7,4,5,5,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,8,10,8,10,8,4,8,2,0,5
309,2,1,4,2,12,14,1,4,13,305,1,0.46,0,29,4,10,47,16,12,3,12,1,7,9,9,8,2,7,8,8,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,1,10,10,10,10,10,5,8,5,0,5
309,2,1,4,2,12,14,9,12,14,306,0,-0.22,0,22,4,16,20,19,16,18,11,1,8,9,8,9,8,6,8,6,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,0,10,10,8,8,,,8,4,0,5
309,2,1,4,2,12,14,10,13,15,307,0,0.34,0,27,4,10,20,20,15,20,15,0,4,7,6,7,5,5,6,3,2,32,education,9,2,5,9,3,3,2,7,20,20,20,20,10,10,1,10,10,10,10,,,8,8,,5
310,3,1,6,2,12,14,6,2,1,294,0,0.21,0,30,4,20,20,35,5,10,10,0,5,6,5,5,5,3,4,2,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,7,7,8,6,7,5,7,6,0,2
310,3,1,6,2,12,14,5,1,2,295,0,0.16,1,30,2,10,18,20,16,16,20,1,6,9,10,5,5,,6,7,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,6,7,7,5,6,4,6,5,0,2
310,3,1,6,2,12,14,12,8,3,296,0,0.55,1,28,2,15,20,35,15,5,10,0,6,5,5,3,1,3,2,1,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,6,8,8,7,6,6,5,5,0,2
310,3,1,6,2,12,14,11,7,4,297,1,0.57,1,21,2,25,25,15,15,10,10,1,7,8,9,7,8,7,7,8,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,1,9,8,7,8,7,6,8,7,0,2
310,3,1,6,2,12,14,14,10,5,298,0,0.5,1,22,2,10,30,20,10,15,15,0,7,7,8,6,7,6,7,7,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,7,7,7,8,6,4,5,5,0,2
310,3,1,6,2,12,14,4,14,6,299,0,0.3,0,24,4,10,40,10,20,10,10,0,8,8,8,8,8,8,8,3,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,6,6,6,6,6,5,5,4,,2
310,3,1,6,2,12,14,7,3,7,300,0,0.07,1,35,2,15,20,25,15,15,10,0,6,9,10,7,7,2,4,8,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,6,6,6,5,7,4,5,4,0,2
310,3,1,6,2,12,14,3,13,8,301,0,0.31,1,34,2,20,20,20,20,10,10,0,3,7,7,2,9,2,2,2,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,1,8,7,7,6,7,4,7,6,0,2
310,3,1,6,2,12,14,13,9,10,302,0,-0.62,1,21,2,50,5,20,10,5,10,0,3,,,,3,,2,5,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,6,6,5,7,5,4,4,4,0,2
310,3,1,6,2,12,14,2,12,11,303,0,0.17,1,33,2,20,25,25,10,15,5,0,7,5,7,3,6,2,4,6,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,6,8,7,5,5,5,6,4,0,2
310,3,1,6,2,12,14,8,4,12,304,0,0.07,1,28,2,5,20,25,25,15,10,0,8,7,9,2,6,0,3,3,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,1,8,7,7,7,7,5,7,6,0,2
310,3,1,6,2,12,14,1,11,13,305,0,0.19,0,29,4,10,47,16,12,3,12,1,8,7,8,6,6,5,7,7,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,7,8,7,6,6,4,6,5,0,2
310,3,1,6,2,12,14,9,5,14,306,0,0.1,0,22,4,16,20,19,16,18,11,0,7,6,6,6,6,5,6,5,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,0,8,8,7,6,7,3,6,5,0,2
310,3,1,6,2,12,14,10,6,15,307,0,-0.21,0,27,4,10,20,20,15,20,15,0,4,6,6,4,4,3,4,3,2,25,Computer Science,5,2,7,8,1,3,1,6,24,15,20,20,8,13,1,8,8,8,8,8,5,8,7,0,2
311,4,1,8,2,12,14,6,11,1,294,0,-0.03,1,30,4,20,20,35,5,10,10,0,6,6,6,5,8,2,6,1,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,6,7,8,5,4,5,7,5,,4
311,4,1,8,2,12,14,5,10,2,295,0,0.19,0,30,2,10,18,20,16,16,20,1,7,7,,7,,,7,5,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,4,5,5,5,7,8,6,6,0,4
311,4,1,8,2,12,14,12,3,3,296,0,-0.34,0,28,2,15,20,35,15,5,10,0,7,6,6,5,3,5,2,1,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,5,5,7,5,8,6,7,7,0,4
311,4,1,8,2,12,14,11,2,4,297,0,-0.06,0,21,2,25,25,15,15,10,10,0,5,9,9,7,9,8,5,8,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,1,7,8,5,6,5,8,7,6,0,4
311,4,1,8,2,12,14,14,5,5,298,0,0,0,22,2,10,30,20,10,15,15,1,8,9,9,9,9,8,9,7,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,5,6,6,7,5,6,7,4,0,4
311,4,1,8,2,12,14,4,9,6,299,0,-0.17,1,24,4,10,40,10,20,10,10,1,10,9,9,9,9,9,9,8,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,5,5,6,4,7,5,6,10,0,4
311,4,1,8,2,12,14,7,12,7,300,0,0.22,0,35,2,15,20,25,15,15,10,0,7,10,9,9,8,9,9,8,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,4,2,5,4,5,7,5,4,0,4
311,4,1,8,2,12,14,3,8,8,301,1,0.17,0,34,2,20,20,20,20,10,10,1,7,8,9,7,9,6,7,6,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,1,6,6,7,8,7,8,6,10,,4
311,4,1,8,2,12,14,13,4,10,302,0,0.24,0,21,2,50,5,20,10,5,10,1,7,9,,8,,7,7,8,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,4,0,2,0,3,8,3,0,0,4
311,4,1,8,2,12,14,2,7,11,303,0,0.43,0,33,2,20,25,25,10,15,5,0,8,7,8,8,8,6,7,6,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,1,8,7,7,8,5,8,8,7,0,4
311,4,1,8,2,12,14,8,13,12,304,0,0.31,0,28,2,5,20,25,25,15,10,0,7,7,7,5,7,5,5,5,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,1,7,7,4,5,5,5,6,9,0,4
311,4,1,8,2,12,14,1,6,13,305,0,0.03,1,29,4,10,47,16,12,3,12,1,9,8,8,6,6,7,8,7,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,5,7,6,5,6,7,6,10,0,4
311,4,1,8,2,12,14,9,14,14,306,0,0,1,22,4,16,20,19,16,18,11,1,8,8,7,8,7,6,8,6,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,6,5,5,2,8,7,7,8,0,4
311,4,1,8,2,12,14,10,1,15,307,0,0.28,1,27,4,10,20,20,15,20,15,1,7.5,8,8,7,7,5.5,7,5,2,29,Finance/Economics,8,4,1,1,2,6,1,8,50,20,10,10,5,5,0,5,8,6,7,5,6,7,8,0,4
312,5,1,10,2,12,14,6,5,1,294,0,0.17,0,30,4,20,20,35,5,10,10,0,6,8,7,7,7,7,8,4,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,1,8,8,8,7,8,8,8,7,0,2
312,5,1,10,2,12,14,5,4,2,295,0,0.33,1,30,2,10,18,20,16,16,20,0,5,7,7,7,7,7,6,6,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,5,6,6,3,4,2,3,5,0,2
312,5,1,10,2,12,14,12,11,3,296,0,-0.06,1,28,2,15,20,35,15,5,10,0,6,6,6,6,4,5,6,5,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,3,6,7,4,8,2,4,5,0,2
312,5,1,10,2,12,14,11,10,4,297,0,0.14,1,21,2,25,25,15,15,10,10,0,5,5,5,5,9,6,5,7,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,7,5,5,6,3,2,5,6,0,2
312,5,1,10,2,12,14,14,13,5,298,0,0.24,1,22,2,10,30,20,10,15,15,1,8,9,9,9,9,7,8,7,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,5,7,7,5,5,4,5,6,0,2
312,5,1,10,2,12,14,4,3,6,299,0,0.4,0,24,4,10,40,10,20,10,10,1,8,9,9,8,9,10,8,7,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,5,7,8,7,6,3,5,7,0,2
312,5,1,10,2,12,14,7,6,7,300,0,0.54,1,35,2,15,20,25,15,15,10,1,8,10,9,9,9,10,9,9,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,4,6,6,4,4,2,3,5,0,2
312,5,1,10,2,12,14,3,2,8,301,0,0.36,1,34,2,20,20,20,20,10,10,0,5,6,8,2,5,6,3,4,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,6,6,8,5,8,3,4,3,0,2
312,5,1,10,2,12,14,13,12,10,302,0,-0.13,1,21,2,50,5,20,10,5,10,1,10,10,10,10,10,10,10,10,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,6,4,4,8,4,8,6,10,0,2
312,5,1,10,2,12,14,2,1,11,303,0,0.55,1,33,2,20,25,25,10,15,5,0,6,10,9,8,8,7,7,8,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,1,9,8,8,6,7,9,9,6,0,2
312,5,1,10,2,12,14,8,7,12,304,0,0.13,1,28,2,5,20,25,25,15,10,0,7,6,8,3,5,5,5,5,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,6,6,6,6,4,3,6,6,0,2
312,5,1,10,2,12,14,1,14,13,305,0,0.1,0,29,4,10,47,16,12,3,12,1,7,8,8,8,7,8,8,7,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,5,7,8,4,8,5,5,5,0,2
312,5,1,10,2,12,14,9,8,14,306,0,-0.21,0,22,4,16,20,19,16,18,11,1,7,8,8,7,7,6,7,6,2,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,0,7,6,6,5,5,2,5,6,0,2
312,5,1,10,2,12,14,10,9,15,307,1,0.43,0,27,4,10,20,20,15,20,15,1,7,8,7.5,8,7,7,8,6,,23,Museum Anthropology,15,2,3,1,2,4,2,5,25,5,30,15,5,20,1,7,8,8,6,7,6,7,7,0,2
313,6,1,12,2,12,14,6,13,1,294,0,0.26,0,30,4,20,20,35,5,10,10,0,5,8,8,7,8,8,8,5,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,6,5,6,7,8,8,6,7,0,2
313,6,1,12,2,12,14,5,12,2,295,0,0.17,1,30,2,10,18,20,16,16,20,1,7,7,,9,,9,8,7,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,5,7,8,7,,9,7,7,0,2
313,6,1,12,2,12,14,12,5,3,296,0,0.08,1,28,2,15,20,35,15,5,10,1,8,8,9,8,7,8,8,1,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,3,6,9,4,8,4,4,6,0,2
313,6,1,12,2,12,14,11,4,4,297,0,-0.15,1,21,2,25,25,15,15,10,10,0,5,7,7,7,7,7,7,8,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,1,6,7,6,7,7,6,7,8,0,2
313,6,1,12,2,12,14,14,7,5,298,0,-0.02,1,22,2,10,30,20,10,15,15,1,8,8,8,8,8,8,8,7,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,4,6,7,5,7,5,7,7,0,2
313,6,1,12,2,12,14,4,11,6,299,0,0.25,0,24,4,10,40,10,20,10,10,1,8,9,9,8,8,7,8,6,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,4,7,7,5,5,4,5,4,0,2
313,6,1,12,2,12,14,7,14,7,300,0,0.24,1,35,2,15,20,25,15,15,10,1,9,10,10,10,9,9,10,9,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,3,6,7,8,,6,6,7,0,2
313,6,1,12,2,12,14,3,10,8,301,0,0.26,1,34,2,20,20,20,20,10,10,1,7,7,8,8,5,6,8,6,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,5,8,9,8,8,5,8,8,0,2
313,6,1,12,2,12,14,13,6,10,302,0,0.58,1,21,2,50,5,20,10,5,10,0,6,10,,,,8,5,7,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,3,6,4,8,6,5,4,7,0,2
313,6,1,12,2,12,14,2,9,11,303,1,0.19,1,33,2,20,25,25,10,15,5,1,7,8,8,8,8,7,8,8,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,1,7,7,9,8,9,6,9,6,0,2
313,6,1,12,2,12,14,8,1,12,304,0,0.25,1,28,2,5,20,25,25,15,10,0,6,9,8,7,5,5,6,5,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,6,8,7,8,6,6,7,7,0,2
313,6,1,12,2,12,14,1,8,13,305,0,0.23,0,29,4,10,47,16,12,3,12,0,7,7,7,6,7,6,7,6,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,6,7,7,5,6,4,5,5,0,2
313,6,1,12,2,12,14,9,2,14,306,0,-0.18,0,22,4,16,20,19,16,18,11,1,7,8,8,6,6,6,7,6,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,4,8,6,6,6,4,4,5,0,2
313,6,1,12,2,12,14,10,3,15,307,0,0.36,0,27,4,10,20,20,15,20,15,1,8,9,9,9,8,8,9,7,2,27,Business,8,2,2,3,1,4,1,6,19,13,18,18,10,22,0,5,7,9,8,8,8,8,7,0,2
314,7,1,14,2,12,14,6,14,1,294,0,0.27,0,30,4,20,20,35,5,10,10,0,4,9,8,5,9,8,8,2,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,1,7,7,6,6,6,6,6,6,0,2
314,7,1,14,2,12,14,5,13,2,295,0,0.42,0,30,2,10,18,20,16,16,20,0,6,8,9,5,5,,6,6,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,4,6,5,5,5,4,5,6,0,2
314,7,1,14,2,12,14,12,6,3,296,0,0.12,0,28,2,15,20,35,15,5,10,0,5,5,6,4,2,2,2,1,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,4,6,6,5,8,5,5,6,0,2
314,7,1,14,2,12,14,11,5,4,297,0,0.5,0,21,2,25,25,15,15,10,10,0,5,7,7,6,8,6,7,6,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,1,5,5,6,6,6,5,7,5,0,2
314,7,1,14,2,12,14,14,8,5,298,0,0.34,0,22,2,10,30,20,10,15,15,0,6,8,8,6,8,6,6,6,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,4,5,5,4,4,4,4,4,0,2
314,7,1,14,2,12,14,4,12,6,299,0,0.26,0,24,4,10,40,10,20,10,10,0,8,9,8,8,8,7,8,7,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,6,6,5,5,6,4,5,5,0,2
314,7,1,14,2,12,14,7,1,7,300,0,0.32,0,35,2,15,20,25,15,15,10,0,4,9,10,6,9,2,3,2,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,5,7,7,4,5,4,4,4,0,2
314,7,1,14,2,12,14,3,11,8,301,0,0.48,0,34,2,20,20,20,20,10,10,0,7,6,7,6,8,6,5,4,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,1,7,7,7,7,5,6,6,6,0,2
314,7,1,14,2,12,14,13,7,10,302,0,0.16,0,21,2,50,5,20,10,5,10,0,5,7,10,7,7,6,4,5,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,7,5,6,7,6,6,6,5,0,2
314,7,1,14,2,12,14,2,10,11,303,0,0.51,0,33,2,20,25,25,10,15,5,0,6,7,9,6,9,6,7,7,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,1,6,7,7,7,6,6,7,6,0,2
314,7,1,14,2,12,14,8,2,12,304,0,0.63,0,28,2,5,20,25,25,15,10,0,6,9,10,3,9,4,6,5,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,5,7,5,6,7,5,6,5,0,2
314,7,1,14,2,12,14,1,9,13,305,0,0.59,0,29,4,10,47,16,12,3,12,1,6,8,9,8,8,6,7,7,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,0,6,6,6,6,5,5,6,6,0,2
314,7,1,14,2,12,14,9,3,14,306,0,0.34,0,22,4,16,20,19,16,18,11,0,6,8,7,7,8,6,6,7,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,1,9,8,7,8,5,6,8,7,0,2
314,7,1,14,2,12,14,10,4,15,307,0,0.48,0,27,4,10,20,20,15,20,15,0,4,8,8,5,8,4,6,4,2,32,Political Science,13,6,3,1,2,6,2,6,20,10,30,20,10,10,1,7,8,7,7,5,6,7,6,0,2
315,8,1,16,2,12,14,6,1,1,294,0,0.5,0,30,4,20,20,35,5,10,10,0,6,8,8,6,6,6,7,6,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,1,9,8,10,7,7,7,9,5,0,1
315,8,1,16,2,12,14,5,14,2,295,0,0.14,1,30,2,10,18,20,16,16,20,0,7,7,8,6,,,7,7,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,1,7,7,9,7,4,3,6,4,0,1
315,8,1,16,2,12,14,12,7,3,296,0,0.27,1,28,2,15,20,35,15,5,10,1,7,8,8,5,5,5,6,5,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,0,7,8,8,4,4,4,8,3,,1
315,8,1,16,2,12,14,11,6,4,297,0,0.34,1,21,2,25,25,15,15,10,10,0,3,5,7,5,9,5,4,5,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,0,6,8,8,6,3,4,6,4,0,1
315,8,1,16,2,12,14,14,9,5,298,0,0.47,1,22,2,10,30,20,10,15,15,0,9,8,8,8,8,8,8,8,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,1,8,7,9,8,3,5,7,5,0,1
315,8,1,16,2,12,14,4,13,6,299,0,0.76,0,24,4,10,40,10,20,10,10,0,7,7,10,9,9,4,8,6,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,1,7,9,9,7,6,4,7,5,0,1
315,8,1,16,2,12,14,7,2,7,300,0,0.77,1,35,2,15,20,25,15,15,10,1,8,10,10,8,7,7,8,9,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,0,5,9,9,6,6,3,6,6,0,1
315,8,1,16,2,12,14,3,12,8,301,0,0.54,1,34,2,20,20,20,20,10,10,0,5,6,6,5,6,5,5,4,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,0,5,8,8,7,7,3,6,3,0,1
315,8,1,16,2,12,14,13,8,10,302,0,-0.13,1,21,2,50,5,20,10,5,10,1,7,6,6,,6,5,7,8,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,0,2,8,6,4,7,2,4,1,0,1
315,8,1,16,2,12,14,2,11,11,303,0,0.58,1,33,2,20,25,25,10,15,5,0,5,6,8,5,8,5,5,6,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,0,7,7,7,7,6,3,6,4,0,1
315,8,1,16,2,12,14,8,3,12,304,0,0.51,1,28,2,5,20,25,25,15,10,0,6,8,10,3,8,2,6,5,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,0,7,9,8,8,3,3,6,4,0,1
315,8,1,16,2,12,14,1,10,13,305,1,0.53,0,29,4,10,47,16,12,3,12,1,5,9,9,8,7,8,8,7,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,1,9,8,8,6,4,5,7,6,0,1
315,8,1,16,2,12,14,9,4,14,306,1,-0.21,0,22,4,16,20,19,16,18,11,1,8,8,8,8,8,6,8,7,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,1,8,8,9,10,4,2,7,6,0,1
315,8,1,16,2,12,14,10,5,15,307,0,0.39,0,27,4,10,20,20,15,20,15,0,6.5,8,8,6,7,6.5,6,5,2,27,Environmental Engineering,5,2,1,4,3,5,3,5,6.67,19.05,42.86,9.52,14.29,7.62,1,10,8,10,9,5,4,8,7,0,1
316,9,1,17,2,12,14,6,3,1,294,1,0.2,0,30,4,20,20,35,5,10,10,1,8,9,9,9,9,8,8,6,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,1,7,8,9,8,7,6,7,6,0,4
316,9,1,17,2,12,14,5,2,2,295,0,0.12,1,30,2,10,18,20,16,16,20,0,5,7,8,9,9,,6,6,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,0,5,6,6,6,5,3,4,3,0,4
316,9,1,17,2,12,14,12,9,3,296,1,0.24,1,28,2,15,20,35,15,5,10,1,9,8,8,9,8,8,8,8,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,1,6,8,8,8,7,5,6,6,0,4
316,9,1,17,2,12,14,11,8,4,297,1,0.19,1,21,2,25,25,15,15,10,10,1,7,7,7,8,9,7,7,8,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,1,7,6,6,7,7,5,6,5,0,4
316,9,1,17,2,12,14,14,11,5,298,0,0.25,1,22,2,10,30,20,10,15,15,1,9,9,9,9,9,9,9,7,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,0,5,6,5,4,4,3,3,3,0,4
316,9,1,17,2,12,14,4,1,6,299,1,0.59,0,24,4,10,40,10,20,10,10,1,10,10,10,10,10,8,9,8,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,1,5,8,7,8,5,5,7,7,0,4
316,9,1,17,2,12,14,7,4,7,300,1,0.52,1,35,2,15,20,25,15,15,10,1,8,9,9,10,7,10,9,9,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,1,6,8,8,7,7,8,6,7,0,4
316,9,1,17,2,12,14,3,14,8,301,0,0.36,1,34,2,20,20,20,20,10,10,0,6,6,7,7,8,4,7,5,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,0,5,6,8,4,5,3,3,2,0,4
316,9,1,17,2,12,14,13,10,10,302,0,0.1,1,21,2,50,5,20,10,5,10,1,7,6,6,7,8,,7,6,2,25,Business,8,2,3,3,2,4,1,5,25,20,15,25,10,5,0,4,5,6,8,7,6,5,5,0,4
